name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Blizzard Of 78,Wormtown Brewery,"Massachusetts, United States",English Brown AleRanked #5,English Brown Ale,Ranked #5, 6%,"90Ranked #9,258",90,"Ranked #9,258",4.04 | pDev: 6.68%,4.04,6.68%,26,129,Active,"Feb 16, 2015"
Nut Brown Ale,AleSmith Brewing Company,"California, United States",English Brown AleRanked #6,English Brown Ale,Ranked #6, 5%,"89Ranked #11,708",89,"Ranked #11,708",3.98 | pDev: 9.8%,3.98,9.8%,287,990,Active,"Jul 08, 2003"
Pullman Nut Brown,Flossmoor Station Restaurant & Brewery,"Illinois, United States",English Brown AleRanked #7,English Brown Ale,Ranked #7, 6%,"89Ranked #11,825",89,"Ranked #11,825",3.98 | pDev: 10.3%,3.98,10.3%,161,271,Active,"Apr 17, 2008"
Brown Ale,Newburgh Brewing Company,"New York, United States",English Brown AleRanked #8,English Brown Ale,Ranked #8, 4.2%,"89Ranked #11,964",89,"Ranked #11,964",3.98 | pDev: 9.55%,3.98,9.55%,40,147,Active,"Jul 14, 2012"
Special Cookie,Free Will Brewing Co.,"Pennsylvania, United States",English Brown AleRanked #9,English Brown Ale,Ranked #9, 12.5%,"89Ranked #11,822",89,"Ranked #11,822",4 | pDev: 7.75%,4,7.75%,12,36,Active,"Feb 04, 2017"
Pursuit of Sappiness,Mayflower Brewing Company,"Massachusetts, United States",English Brown AleRanked #10,English Brown Ale,Ranked #10, 7%,"90Ranked #10,168",90,"Ranked #10,168",4.09 | pDev: 4.4%,4.09,4.4%,7,15,Active,"Nov 11, 2021"
Maduro Brown Ale,Cigar City Brewing,"Florida, United States",English Brown AleRanked #11,English Brown Ale,Ranked #11, 5.5%,"88Ranked #14,183",88,"Ranked #14,183",3.93 | pDev: 10.43%,3.93,10.43%,907,"3,240",Active,"Feb 04, 2009"
Super Trooper,Petoskey Brewing Company,"Michigan, United States",English Brown AleRanked #12,English Brown Ale,Ranked #12, 7.3%,"89Ranked #12,864",89,"Ranked #12,864",3.97 | pDev: 7.05%,3.97,7.05%,12,45,Active,"Oct 04, 2016"
Brown Ale,Upslope Brewing Company - Lee Hill,"Colorado, United States",English Brown AleRanked #13,English Brown Ale,Ranked #13, 6.7%,"88Ranked #14,763",88,"Ranked #14,763",3.92 | pDev: 10.2%,3.92,10.2%,77,357,Active,"Nov 28, 2010"
Mischievous Brown Ale,Helltown Brewing,"Pennsylvania, United States",English Brown AleRanked #14,English Brown Ale,Ranked #14, 5.5%,"88Ranked #14,346",88,"Ranked #14,346",3.93 | pDev: 10.94%,3.93,10.94%,31,125,Active,"Aug 06, 2011"
No Veto English Brown Ale,Three Notch'd Brewing Company - Charlottesville Brewery & Restaurant,"Virginia, United States",English Brown AleRanked #15,English Brown Ale,Ranked #15, 5%,"88Ranked #14,006",88,"Ranked #14,006",3.94 | pDev: 7.36%,3.94,7.36%,14,64,Active,"Nov 30, 2013"
Burnside,Foundation Brewing Company,"Maine, United States",English Brown AleRanked #16,English Brown Ale,Ranked #16, 5.1%,"88Ranked #14,820",88,"Ranked #14,820",3.92 | pDev: 7.4%,3.92,7.4%,28,157,Active,"Sep 03, 2014"
Stone Fort ,Seventh Son Brewing Co.,"Ohio, United States",English Brown AleRanked #17,English Brown Ale,Ranked #17, 5%,"88Ranked #15,408",88,"Ranked #15,408",3.91 | pDev: 8.95%,3.91,8.95%,10,59,Active,"Nov 26, 2013"
24th Street,J. Wakefield Brewing,"Florida, United States",English Brown AleRanked #18,English Brown Ale,Ranked #18, 6%,"88Ranked #15,448",88,"Ranked #15,448",3.91 | pDev: 11.76%,3.91,11.76%,11,46,Active,"Feb 20, 2015"
Mane Man,Finch Beer Co.,"Illinois, United States",English Brown AleRanked #19,English Brown Ale,Ranked #19, 6%,"88Ranked #13,581",88,"Ranked #13,581",3.97 | pDev: 8.56%,3.97,8.56%,5,17,Active,"Jul 29, 2017"
Walcott,Austin Street Brewery,"Maine, United States",English Brown AleRanked #20,English Brown Ale,Ranked #20, 5.7%,"88Ranked #13,758",88,"Ranked #13,758",3.97 | pDev: 6.8%,3.97,6.8%,7,14,Active,"Mar 15, 2019"
Bone Shaker Brown,Moat Mountain Smoke House & Brewing Co.,"New Hampshire, United States",English Brown AleRanked #21,English Brown Ale,Ranked #21, 5.5%,"87Ranked #17,595",87,"Ranked #17,595",3.86 | pDev: 11.92%,3.86,11.92%,48,210,Active,"Oct 06, 2002"
Hometown Brown Ale,Steuben Brewing Company,"New York, United States",English Brown AleRanked #22,English Brown Ale,Ranked #22, 7.4%,"88Ranked #14,125",88,"Ranked #14,125",3.96 | pDev: 11.87%,3.96,11.87%,3,13,Active,"Nov 06, 2014"
Guy Fawkes,The Black Abbey Brewing Company,"Tennessee, United States",English Brown AleRanked #23,English Brown Ale,Ranked #23, 5%,"88Ranked #14,943",88,"Ranked #14,943",3.93 | pDev: 7.89%,3.93,7.89%,2,17,Active,"Dec 23, 2013"
Nut Brown Ale,Black Oak Brewing Co.,"Ontario, Canada",English Brown AleRanked #24,English Brown Ale,Ranked #24, 5%,"87Ranked #17,977",87,"Ranked #17,977",3.85 | pDev: 10.65%,3.85,10.65%,76,139,Active,"Feb 06, 2002"
Brownie Points,Maplewood Brewery & Distillery,"Illinois, United States",English Brown AleRanked #25,English Brown Ale,Ranked #25, 5.7%,"87Ranked #17,421",87,"Ranked #17,421",3.86 | pDev: 9.07%,3.86,9.07%,13,59,Active,"Mar 26, 2016"
Brown Ale,Legend Brewing Co.,"Virginia, United States",English Brown AleRanked #26,English Brown Ale,Ranked #26, 6%,"86Ranked #19,439",86,"Ranked #19,439",3.82 | pDev: 12.57%,3.82,12.57%,174,524,Active,"Oct 04, 2001"
3 Beagles Brown,Bagby Beer Company,"California, United States",English Brown AleRanked #27,English Brown Ale,Ranked #27, 5.6%,"87Ranked #16,092",87,"Ranked #16,092",3.89 | pDev: 8.23%,3.89,8.23%,3,17,Active,"Sep 08, 2014"
Downtown Nut Brown Ale,R. Shea Brewing - Merriman Valley,"Ohio, United States",English Brown AleRanked #28,English Brown Ale,Ranked #28, 4.75%,"88Ranked #15,373",88,"Ranked #15,373",3.92 | pDev: 6.12%,3.92,6.12%,8,12,Active,"Oct 08, 2019"
Rogue River Brown,Rockford Brewing Company,"Michigan, United States",English Brown AleRanked #29,English Brown Ale,Ranked #29, 6.5%,"87Ranked #17,692",87,"Ranked #17,692",3.85 | pDev: 7.27%,3.85,7.27%,2,33,Active,"Oct 25, 2013"
Tres Mares,Cerveza DouGall's,Spain,English Brown AleRanked #30,English Brown Ale,Ranked #30, 5.2%,"88Ranked #15,414",88,"Ranked #15,414",3.92 | pDev: 8.42%,3.92,8.42%,4,11,Active,"Mar 28, 2012"
King George,Monnik Beer Co.,"Kentucky, United States",English Brown AleRanked #31,English Brown Ale,Ranked #31, 6%,"87Ranked #16,070",87,"Ranked #16,070",3.89 | pDev: 10.54%,3.89,10.54%,4,15,Active,"Dec 23, 2015"
Fat Squirrel,New Glarus Brewing Company,"Wisconsin, United States",English Brown AleRanked #32,English Brown Ale,Ranked #32, 5.8%,"86Ranked #20,319",86,"Ranked #20,319",3.8 | pDev: 11.05%,3.8,11.05%,556,"1,675",Active,"May 17, 2003"
Biscuit,Brewery Emperial,"Missouri, United States",English Brown AleRanked #33,English Brown Ale,Ranked #33, 5.2%,"87Ranked #16,768",87,"Ranked #16,768",3.87 | pDev: 7.75%,3.87,7.75%,2,15,Active,"Mar 04, 2017"
Chomolungma,Jackie O's Brewpub,"Ohio, United States",English Brown AleRanked #34,English Brown Ale,Ranked #34, 6.5%,"86Ranked #20,209",86,"Ranked #20,209",3.8 | pDev: 10%,3.8,10%,75,425,Active,"Aug 12, 2008"
The Brown Note,Against The Grain Brewery & Smokehouse,"Kentucky, United States",English Brown AleRanked #35,English Brown Ale,Ranked #35, 5%,"85Ranked #20,639",85,"Ranked #20,639",3.79 | pDev: 10.82%,3.79,10.82%,115,500,Active,"Apr 23, 2012"
Oatmeal Cookie Brown Ale,42 North Brewing Company,"New York, United States",English Brown AleRanked #36,English Brown Ale,Ranked #36, 5.8%,"87Ranked #17,313",87,"Ranked #17,313",3.85 | pDev: 7.27%,3.85,7.27%,4,15,Active,"Feb 17, 2016"
Forest King,Structures Brewing,"Washington, United States",English Brown AleRanked #37,English Brown Ale,Ranked #37, 5.2%,"87Ranked #16,332",87,"Ranked #16,332",3.88 | pDev: 8.76%,3.88,8.76%,5,10,Active,"May 28, 2020"
Angry Boy Brown Ale,Baird Brewing Company / Fishmarket Taproom,Japan,English Brown AleRanked #38,English Brown Ale,Ranked #38, 6.2%,"85Ranked #20,473",85,"Ranked #20,473",3.79 | pDev: 10.55%,3.79,10.55%,95,160,Active,"Jun 19, 2003"
Dirty Hippy,Triptych Brewing,"Illinois, United States",English Brown AleRanked #39,English Brown Ale,Ranked #39, 3%,"86Ranked #18,834",86,"Ranked #18,834",3.81 | pDev: 11.81%,3.81,11.81%,2,24,Active,"Oct 08, 2013"
Gentleman's Relish,The Lone Pint Brewery,"Texas, United States",English Brown AleRanked #40,English Brown Ale,Ranked #40, 6.2%,"85Ranked #20,798",85,"Ranked #20,798",3.78 | pDev: 12.7%,3.78,12.7%,22,133,Active,"Feb 09, 2013"
Barrington Brown Ale,Barrington Brewery & Restaurant / Berkshire Mountain Brewery,"Massachusetts, United States",English Brown AleRanked #41,English Brown Ale,Ranked #41, 5.5%,"86Ranked #19,877",86,"Ranked #19,877",3.79 | pDev: 6.33%,3.79,6.33%,20,40,Active,"Jan 01, 2003"
Not My Job,Midnight Brewery,"Virginia, United States",English Brown AleRanked #42,English Brown Ale,Ranked #42, 5%,"85Ranked #20,362",85,"Ranked #20,362",3.78 | pDev: 10.58%,3.78,10.58%,13,49,Active,"Aug 10, 2013"
Buena Vista Brown Ale,Alley Kat Brewing Company,"Alberta, Canada",English Brown AleRanked #43,English Brown Ale,Ranked #43, 5%,"85Ranked #20,784",85,"Ranked #20,784",3.77 | pDev: 9.55%,3.77,9.55%,33,57,Active,"Mar 29, 2003"
Naked Sunbather,Mad Swede Brewing Company,"Idaho, United States",English Brown AleRanked #44,English Brown Ale,Ranked #44, 5.5%,"86Ranked #18,292",86,"Ranked #18,292",3.81 | pDev: 11.29%,3.81,11.29%,9,13,Active,"Oct 31, 2016"
Boar Brown,Pig Pounder Brewery,"North Carolina, United States",English Brown AleRanked #45,English Brown Ale,Ranked #45, 5%,"86Ranked #19,278",86,"Ranked #19,278",3.79 | pDev: 11.61%,3.79,11.61%,2,20,Active,"Jun 03, 2014"
221B Baker Brown,Redbeard Brewing Company,"Virginia, United States",English Brown AleRanked #46,English Brown Ale,Ranked #46, 6.3%,"86Ranked #18,702",86,"Ranked #18,702",3.8 | pDev: 13.42%,3.8,13.42%,3,15,Active,"Feb 10, 2014"
Leaf Raker,Mankato Brewery,"Minnesota, United States",English Brown AleRanked #47,English Brown Ale,Ranked #47, 6.9%,"85Ranked #20,528",85,"Ranked #20,528",3.77 | pDev: 14.06%,3.77,14.06%,10,40,Active,"Nov 03, 2013"
Hexnut,Goose Island Beer Co.,"Illinois, United States",English Brown AleRanked #48,English Brown Ale,Ranked #48, 5.5%,"85Ranked #22,105",85,"Ranked #22,105",3.75 | pDev: 10.93%,3.75,10.93%,462,"1,096",Active,"Aug 08, 2001"
Ring Neck Braun Ale,Brau Brothers Brewing Co. LLC,"Minnesota, United States",English Brown AleRanked #49,English Brown Ale,Ranked #49, 6.8%,"85Ranked #21,944",85,"Ranked #21,944",3.75 | pDev: 13.87%,3.75,13.87%,93,211,Active,"Oct 14, 2007"
Red Velvet Ale,Rochester Mills Beer Co.,"Michigan, United States",English Brown AleRanked #50,English Brown Ale,Ranked #50, 5.8%,"85Ranked #20,660",85,"Ranked #20,660",3.76 | pDev: 13.3%,3.76,13.3%,10,32,Active,"Nov 11, 2016"
Bed of Nails,Hi-Wire Brewing,"North Carolina, United States",English Brown AleRanked #51,English Brown Ale,Ranked #51, 6.1%,"84Ranked #22,314",84,"Ranked #22,314",3.74 | pDev: 11.23%,3.74,11.23%,66,316,Active,"Jul 04, 2013"
Crumpet,Mountain Fork Brewery,"Oklahoma, United States",English Brown AleRanked #52,English Brown Ale,Ranked #52, 4%,"86Ranked #18,851",86,"Ranked #18,851",3.78 | pDev: 6.61%,3.78,6.61%,3,11,Active,"Oct 25, 2017"
Saddle Bronc Brown,Black Tooth Brewing Company,"Wyoming, United States",English Brown AleRanked #53,English Brown Ale,Ranked #53, 4.8%,"85Ranked #22,014",85,"Ranked #22,014",3.74 | pDev: 11.76%,3.74,11.76%,28,95,Active,"Mar 21, 2011"
Big Ben Brown Ale,Bull & Bush Brewery,"Colorado, United States",English Brown AleRanked #54,English Brown Ale,Ranked #54, 5%,"85Ranked #21,636",85,"Ranked #21,636",3.74 | pDev: 11.23%,3.74,11.23%,17,49,Active,"Dec 05, 2003"
Naramata,Cannery Brewing Company,"British Columbia, Canada",English Brown AleRanked #55,English Brown Ale,Ranked #55, 5.5%,"84Ranked #22,170",84,"Ranked #22,170",3.73 | pDev: 10.72%,3.73,10.72%,33,74,Active,"Feb 23, 2003"
Geary's Brown Ale,D.L. Geary Brewing Company,"Maine, United States",English Brown AleRanked #56,English Brown Ale,Ranked #56, 5.5%,"86Ranked #19,688",86,"Ranked #19,688",3.75 | pDev: 5.6%,3.75,5.6%,4,12,Active,"Sep 19, 2017"
Rugged Trail Nut Brown Ale,Tröegs Brewing Company,"Pennsylvania, United States",English Brown AleRanked #57,English Brown Ale,Ranked #57, 5%,"84Ranked #22,944",84,"Ranked #22,944",3.72 | pDev: 11.29%,3.72,11.29%,445,567,Active,"May 13, 2002"
Get Up Offa That Brown,Golden Road Brewing,"California, United States",English Brown AleRanked #58,English Brown Ale,Ranked #58, 5.5%,"84Ranked #22,864",84,"Ranked #22,864",3.72 | pDev: 9.68%,3.72,9.68%,56,270,Active,"Jan 28, 2012"
Thunder Hole Ale,Atlantic Brewing Company - Town Hill / Mainely Meat BBQ,"Maine, United States",English Brown AleRanked #59,English Brown Ale,Ranked #59, 4.8%,"84Ranked #22,857",84,"Ranked #22,857",3.72 | pDev: 11.56%,3.72,11.56%,135,267,Active,"Apr 10, 2002"
Bandit Brown,City Star Brewing Company,"Colorado, United States",English Brown AleRanked #60,English Brown Ale,Ranked #60, 5.5%,"86Ranked #20,038",86,"Ranked #20,038",3.74 | pDev: 13.9%,3.74,13.9%,2,13,Active,"Feb 22, 2014"
Battery Brown Ale,Freehouse Brewery,"South Carolina, United States",English Brown AleRanked #61,English Brown Ale,Ranked #61, 5.1%,"85Ranked #20,993",85,"Ranked #20,993",3.72 | pDev: 10.22%,3.72,10.22%,5,18,Active,"Jan 01, 2015"
"Brown Beer, Brown Beer, What Do You See? ",Hourglass Brewing,"Florida, United States",English Brown AleRanked #62,English Brown Ale,Ranked #62, 6.6%,"85Ranked #21,504",85,"Ranked #21,504",3.71 | pDev: 11.32%,3.71,11.32%,5,21,Active,"Jan 03, 2015"
Engl-ish Brown Ale,Waikiki Brewing Company,"Hawaii, United States",English Brown AleRanked #63,English Brown Ale,Ranked #63, 5.14%,"85Ranked #21,341",85,"Ranked #21,341",3.71 | pDev: 10.51%,3.71,10.51%,6,19,Active,"May 11, 2015"
Old Man Ale,Coniston Brewing Co. Ltd,"England, United Kingdom",English Brown AleRanked #64,English Brown Ale,Ranked #64, 5%,"84Ranked #23,168",84,"Ranked #23,168",3.7 | pDev: 11.89%,3.7,11.89%,78,115,Active,"Oct 14, 2003"
Dark Star Ale,Pints Pub,"Colorado, United States",English Brown AleRanked #65,English Brown Ale,Ranked #65, 6.4%,"85Ranked #21,664",85,"Ranked #21,664",3.69 | pDev: 11.38%,3.69,11.38%,15,17,Active,"Apr 09, 2005"
Midtown Brown,Boscos Restaurant & Brewing Co.,"Tennessee, United States",English Brown AleRanked #66,English Brown Ale,Ranked #66, 5.78%,"85Ranked #21,832",85,"Ranked #21,832",3.69 | pDev: 10.03%,3.69,10.03%,4,19,Active,"Apr 09, 2009"
Grandma's Pecan,The Dudes' Brewing Company,"California, United States",English Brown AleRanked #67,English Brown Ale,Ranked #67, 6.2%,"84Ranked #23,512",84,"Ranked #23,512",3.69 | pDev: 13.01%,3.69,13.01%,31,158,Active,"Apr 16, 2013"
Prison Town Brown,Prison Brews,"Missouri, United States",English Brown AleRanked #68,English Brown Ale,Ranked #68, 4.8%,"85Ranked #21,847",85,"Ranked #21,847",3.67 | pDev: 5.72%,3.67,5.72%,6,15,Active,"Jun 21, 2009"
Red,Lancaster Brewery Company Ltd,"England, United Kingdom",English Brown AleRanked #69,English Brown Ale,Ranked #69, 4.9%,"84Ranked #23,012",84,"Ranked #23,012",3.66 | pDev: 12.3%,3.66,12.3%,14,28,Active,"Sep 12, 2010"
Big Ben,Daniel Thwaites Brewery PLC,"England, United Kingdom",English Brown AleRanked #70,English Brown Ale,Ranked #70, 5.8%,"84Ranked #23,382",84,"Ranked #23,382",3.66 | pDev: 12.02%,3.66,12.02%,9,39,Active,"Feb 07, 2014"
Triple Crown Brown Ale,The Mitten Brewing Co.,"Michigan, United States",English Brown AleRanked #71,English Brown Ale,Ranked #71, 4.2%,"84Ranked #23,444",84,"Ranked #23,444",3.66 | pDev: 9.84%,3.66,9.84%,8,42,Active,"Aug 25, 2013"
Old Town Brown,River City Brewing Co.,"Kansas, United States",English Brown AleRanked #72,English Brown Ale,Ranked #72, 5.5%,"84Ranked #22,922",84,"Ranked #22,922",3.65 | pDev: 6.58%,3.65,6.58%,6,23,Active,"Mar 10, 2003"
Harvest,Long Trail Brewing Co.,"Vermont, United States",English Brown AleRanked #73,English Brown Ale,Ranked #73, 4.4%,"83Ranked #24,461",83,"Ranked #24,461",3.66 | pDev: 13.39%,3.66,13.39%,300,777,Active,"Oct 04, 2001"
Downtown Brown,Lost Coast Brewery and Cafe,"California, United States",English Brown AleRanked #74,English Brown Ale,Ranked #74, 5%,"83Ranked #24,479",83,"Ranked #24,479",3.66 | pDev: 12.57%,3.66,12.57%,425,949,Active,"Jan 01, 2001"
Turbodog,Abita Brewing Co.,"Louisiana, United States",English Brown AleRanked #75,English Brown Ale,Ranked #75, 5.6%,"83Ranked #24,520",83,"Ranked #24,520",3.66 | pDev: 13.39%,3.66,13.39%,"1,058","3,036",Active,"Mar 02, 2001"
Church Street Tavern Ale,Long Trail Brewing Co.,"Vermont, United States",English Brown AleRanked #76,English Brown Ale,Ranked #76,Not listed,"85Ranked #21,930",85,"Ranked #21,930",3.62 | pDev: 9.39%,3.62,9.39%,2,10,Active,"Mar 04, 2011"
Last Leaf Maple Brown Ale,Starr Hill Brewery,"Virginia, United States",English Brown AleRanked #77,English Brown Ale,Ranked #77, 6.1%,"83Ranked #24,118",83,"Ranked #24,118",3.65 | pDev: 12.05%,3.65,12.05%,24,76,Active,"Apr 09, 2016"
First Trax Brown Ale,Fernie Brewing Co.,"British Columbia, Canada",English Brown AleRanked #78,English Brown Ale,Ranked #78, 5%,"83Ranked #23,845",83,"Ranked #23,845",3.64 | pDev: 9.34%,3.64,9.34%,20,41,Active,"Mar 15, 2005"
Lewes Castle Brown Ale,Harvey's Brewery,"England, United Kingdom",English Brown AleRanked #79,English Brown Ale,Ranked #79, 4.8%,"84Ranked #23,016",84,"Ranked #23,016",3.62 | pDev: 19.61%,3.62,19.61%,7,17,Active,"May 24, 2007"
White Rabbit Dark Ale,White Rabbit,Australia,English Brown AleRanked #80,English Brown Ale,Ranked #80, 4.9%,"83Ranked #24,477",83,"Ranked #24,477",3.64 | pDev: 11.26%,3.64,11.26%,45,103,Active,"Aug 01, 2009"
Bad Leroy,Lynnwood Grill & Brewing Concern,"North Carolina, United States",English Brown AleRanked #81,English Brown Ale,Ranked #81, 5%,"84Ranked #22,949",84,"Ranked #22,949",3.58 | pDev: 5.87%,3.58,5.87%,0,12,Active,"Feb 08, 2014"
Brown Bear Ale,Catawba Brewing Co.,"North Carolina, United States",English Brown AleRanked #82,English Brown Ale,Ranked #82, 4.5%,"83Ranked #24,641",83,"Ranked #24,641",3.62 | pDev: 14.09%,3.62,14.09%,24,68,Active,"Nov 26, 2003"
Vanilla Pecan,Lazy Magnolia Brewing Company,"Mississippi, United States",English Brown AleRanked #83,English Brown Ale,Ranked #83, 4.5%,"84Ranked #23,151",84,"Ranked #23,151",3.58 | pDev: 18.72%,3.58,18.72%,5,13,Active,"Oct 08, 2020"
Walnut Brown Ale,Goodwood Brewing Co.,"Kentucky, United States",English Brown AleRanked #84,English Brown Ale,Ranked #84, 6%,"82Ranked #24,807",82,"Ranked #24,807",3.62 | pDev: 10.77%,3.62,10.77%,31,95,Active,"Jun 04, 2015"
County Dark Ale,Wellington County Brewery,"Ontario, Canada",English Brown AleRanked #85,English Brown Ale,Ranked #85, 5%,"82Ranked #24,937",82,"Ranked #24,937",3.62 | pDev: 14.09%,3.62,14.09%,73,130,Active,"Oct 22, 2001"
Nut Brown Ale,Blackstone Brewing Company,"Tennessee, United States",English Brown AleRanked #86,English Brown Ale,Ranked #86, 5.6%,"82Ranked #25,090",82,"Ranked #25,090",3.62 | pDev: 11.88%,3.62,11.88%,62,227,Active,"Nov 09, 2001"
Earl Grey Brown Ale,Ardent Craft Ales,"Virginia, United States",English Brown AleRanked #87,English Brown Ale,Ranked #87, 6.5%,"83Ranked #23,960",83,"Ranked #23,960",3.59 | pDev: 13.09%,3.59,13.09%,4,22,Active,"Jan 24, 2015"
Pointer Brown Ale,Court Avenue Brewing Company,"Iowa, United States",English Brown AleRanked #88,English Brown Ale,Ranked #88, 4.88%,"83Ranked #24,092",83,"Ranked #24,092",3.59 | pDev: 13.09%,3.59,13.09%,5,24,Active,"Mar 01, 2005"
Nut Brown Ale,Oak Creek Brewing Co.,"Arizona, United States",English Brown AleRanked #89,English Brown Ale,Ranked #89, 6%,"82Ranked #25,184",82,"Ranked #25,184",3.61 | pDev: 13.57%,3.61,13.57%,53,165,Active,"Nov 15, 2002"
Year Round Brown,Grand Armory Brewing,"Michigan, United States",English Brown AleRanked #90,English Brown Ale,Ranked #90, 5.9%,"83Ranked #24,356",83,"Ranked #24,356",3.57 | pDev: 11.48%,3.57,11.48%,6,23,Active,"Feb 06, 2016"
Cedric's Brown Ale,Cedric's Tavern / Biltmore Brewing Co.,"North Carolina, United States",English Brown AleRanked #91,English Brown Ale,Ranked #91, 5.5%,"82Ranked #24,986",82,"Ranked #24,986",3.59 | pDev: 10.86%,3.59,10.86%,11,55,Active,"Jun 02, 2012"
Penny,Big Boss Brewing,"North Carolina, United States",English Brown AleRanked #92,English Brown Ale,Ranked #92, 5.2%,"82Ranked #25,484",82,"Ranked #25,484",3.6 | pDev: 12.78%,3.6,12.78%,114,371,Active,"Apr 17, 2007"
Nut Brown Ale,Ithaca Beer Company,"New York, United States",English Brown AleRanked #93,English Brown Ale,Ranked #93, 5.4%,"82Ranked #25,508",82,"Ranked #25,508",3.6 | pDev: 12.78%,3.6,12.78%,222,455,Active,"Oct 18, 2001"
Hazelnut Brown Ale,River Rat Brewery,"South Carolina, United States",English Brown AleRanked #94,English Brown Ale,Ranked #94, 5.4%,"82Ranked #25,201",82,"Ranked #25,201",3.59 | pDev: 15.6%,3.59,15.6%,14,76,Active,"Mar 05, 2014"
Nut Hatchet Brown,Canal Park Brewing Co.,"Minnesota, United States",English Brown AleRanked #95,English Brown Ale,Ranked #95, 6.7%,"82Ranked #24,861",82,"Ranked #24,861",3.57 | pDev: 15.69%,3.57,15.69%,4,34,Active,"May 19, 2013"
Brown Ale,Florida Avenue Brewing Co.,"Florida, United States",English Brown AleRanked #96,English Brown Ale,Ranked #96, 5.8%,"82Ranked #24,922",82,"Ranked #24,922",3.57 | pDev: 11.48%,3.57,11.48%,4,36,Active,"Mar 12, 2012"
Hit The Trail Ale,Long Trail Brewing Co.,"Vermont, United States",English Brown AleRanked #97,English Brown Ale,Ranked #97, 4.2%,"82Ranked #25,550",82,"Ranked #25,550",3.59 | pDev: 12.53%,3.59,12.53%,93,209,Active,"Dec 31, 2002"
Bone Chiller Brown Ale,Sierra Blanca Brewing Company (Rio Grande),"New Mexico, United States",English Brown AleRanked #98,English Brown Ale,Ranked #98, 5%,"83Ranked #24,713",83,"Ranked #24,713",3.55 | pDev: 12.39%,3.55,12.39%,10,24,Active,"Dec 23, 2014"
Georgia Brown,SweetWater Brewing Company,"Georgia, United States",English Brown AleRanked #99,English Brown Ale,Ranked #99, 5.1%,"81Ranked #25,721",81,"Ranked #25,721",3.59 | pDev: 13.09%,3.59,13.09%,260,789,Active,"Jul 13, 2002"
Southern Pecan,Lazy Magnolia Brewing Company,"Mississippi, United States",English Brown AleRanked #100,English Brown Ale,Ranked #100, 4.5%,"81Ranked #25,754",81,"Ranked #25,754",3.59 | pDev: 14.48%,3.59,14.48%,644,"1,932",Active,"Mar 26, 2005"
Saunter,Suarez Family Brewery,"New York, United States",English Dark Mild AleRanked #1,English Dark Mild Ale,Ranked #1, 4.2%,"93Ranked #3,960",93,"Ranked #3,960",4.22 | pDev: 6.4%,4.22,6.4%,10,45,Active,"Aug 31, 2017"
Compensation,Lion Bridge Brewing Company,"Iowa, United States",English Dark Mild AleRanked #2,English Dark Mild Ale,Ranked #2, 4.7%,"92Ranked #5,283",92,"Ranked #5,283",4.16 | pDev: 8.65%,4.16,8.65%,11,60,Active,"Jul 02, 2014"
Tiddly,Fox Farm Brewery,"Connecticut, United States",English Dark Mild AleRanked #3,English Dark Mild Ale,Ranked #3, 3.8%,"91Ranked #6,733",91,"Ranked #6,733",4.13 | pDev: 6.3%,4.13,6.3%,16,44,Active,"Jun 02, 2020"
Barges' Mild,Hogshead Brewery,"Colorado, United States",English Dark Mild AleRanked #4,English Dark Mild Ale,Ranked #4, 4.2%,"91Ranked #7,320",91,"Ranked #7,320",4.2 | pDev: 6.43%,4.2,6.43%,7,14,Active,"Jul 23, 2012"
Stay Awhile,The Seed: A Living Beer Project,"New Jersey, United States",English Dark Mild AleRanked #5,English Dark Mild Ale,Ranked #5, 4.2%,"90Ranked #9,416",90,"Ranked #9,416",4.11 | pDev: 3.89%,4.11,3.89%,5,16,Active,"Jan 21, 2021"
Nemo,Bonn Place Brewing Co.,"Pennsylvania, United States",English Dark Mild AleRanked #6,English Dark Mild Ale,Ranked #6, 4.4%,"89Ranked #10,758",89,"Ranked #10,758",4.06 | pDev: 6.65%,4.06,6.65%,5,17,Active,"Jul 09, 2017"
Mild Enthusiasm,Imprint Beer Company,"Pennsylvania, United States",English Dark Mild AleRanked #7,English Dark Mild Ale,Ranked #7, 4.3%,"89Ranked #10,716",89,"Ranked #10,716",4.07 | pDev: 6.63%,4.07,6.63%,8,15,Active,"Jan 08, 2023"
Mild,Forest & Main Brewing Company,"Pennsylvania, United States",English Dark Mild AleRanked #8,English Dark Mild Ale,Ranked #8, 3.8%,"90Ranked #10,365",90,"Ranked #10,365",4.11 | pDev: 7.79%,4.11,7.79%,7,11,Active,"Mar 04, 2022"
Dapple,OEC Brewing (Ordinem Ecentrici Coctores),"Connecticut, United States",English Dark Mild AleRanked #9,English Dark Mild Ale,Ranked #9, 4.4%,"89Ranked #11,056",89,"Ranked #11,056",4.05 | pDev: 7.16%,4.05,7.16%,7,17,Active,"Apr 11, 2022"
Temperance,Wild East Brewing Company,"New York, United States",English Dark Mild AleRanked #10,English Dark Mild Ale,Ranked #10, 3.1%,"89Ranked #10,921",89,"Ranked #10,921",4.08 | pDev: 3.43%,4.08,3.43%,7,12,Active,"Mar 02, 2020"
