name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Purple Haze,Abita Brewing Co.,"Louisiana, United States",Fruit and Field BeerRanked #360,Fruit and Field Beer,Ranked #360, 4.2%,"75Ranked #27,780",75,"Ranked #27,780",3.29 | pDev: 19.45%,3.29,19.45%,875,"3,590",Active,"Oct 19, 2001"
Banana Bread Beer,Eagle Brewery,"England, United Kingdom",Fruit and Field BeerRanked #241,Fruit and Field Beer,Ranked #241, 5.2%,"80Ranked #26,343",80,"Ranked #26,343",3.54 | pDev: 18.36%,3.54,18.36%,982,"3,301",Active,"Aug 15, 2002"
Serendipity,New Glarus Brewing Company,"Wisconsin, United States",Fruit and Field BeerRanked #3,Fruit and Field Beer,Ranked #3, 4%,97Ranked #727,97,Ranked #727,4.36 | pDev: 9.4%,4.36,9.4%,351,"3,021",Active,"Oct 15, 2012"
Hell Or High Watermelon Wheat Beer,21st Amendment Brewery,"California, United States",Fruit and Field BeerRanked #338,Fruit and Field Beer,Ranked #338, 4.9%,"77Ranked #27,517",77,"Ranked #27,517",3.36 | pDev: 19.64%,3.36,19.64%,802,"2,981",Active,"Jul 10, 2002"
Blushing Monk,Founders Brewing Company,"Michigan, United States",Fruit and Field BeerRanked #6,Fruit and Field Beer,Ranked #6, 9.2%,"93Ranked #3,451",93,"Ranked #3,451",4.18 | pDev: 10.29%,4.18,10.29%,715,"2,607",Active,"Sep 15, 2005"
Éphémère (Apple),Unibroue,"Quebec, Canada",Fruit and Field BeerRanked #190,Fruit and Field Beer,Ranked #190, 5.5%,"82Ranked #25,434",82,"Ranked #25,434",3.61 | pDev: 14.96%,3.61,14.96%,"1,050","2,170",Active,"Oct 21, 2002"
Autumn Maple,The Bruery,"California, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 10%,85,85,Na,3.78 | pDev: 12.96%,3.78,12.96%,645,"2,099",Active,"Sep 21, 2008"
Samuel Adams Porch Rocker,Boston Beer Company (Samuel Adams),"Massachusetts, United States",Fruit and Field BeerRanked #351,Fruit and Field Beer,Ranked #351, 4.5%,"76Ranked #27,688",76,"Ranked #27,688",3.32 | pDev: 18.07%,3.32,18.07%,317,"1,817",Active,"May 19, 2012"
Thumbprint Apple Ale,New Glarus Brewing Company,"Wisconsin, United States",Fruit and Field BeerRanked #7,Fruit and Field Beer,Ranked #7, 4%,"92Ranked #5,039",92,"Ranked #5,039",4.13 | pDev: 10.17%,4.13,10.17%,470,"1,684",Active,"Sep 25, 2004"
Black & Blue,Dogfish Head Craft Brewery,"Delaware, United States",Fruit and Field BeerRanked #135,Fruit and Field Beer,Ranked #135, 10%,"83Ranked #24,060",83,"Ranked #24,060",3.68 | pDev: 15.49%,3.68,15.49%,532,"1,634",Active,"Aug 23, 2006"
Strawberry Rhubarb,New Glarus Brewing Company,"Wisconsin, United States",Fruit and Field BeerRanked #4,Fruit and Field Beer,Ranked #4, 4%,96Ranked #957,96,Ranked #957,4.33 | pDev: 8.78%,4.33,8.78%,236,"1,631",Active,"Jul 20, 2013"
Mango Magnifico,Founders Brewing Company,"Michigan, United States",Fruit and Field BeerRanked #196,Fruit and Field Beer,Ranked #196, 10%,"82Ranked #25,588",82,"Ranked #25,588",3.6 | pDev: 17.5%,3.6,17.5%,313,"1,582",Active,"Jul 19, 2013"
Cerise,Founders Brewing Company,"Michigan, United States",Fruit and Field BeerRanked #183,Fruit and Field Beer,Ranked #183, 6.5%,"82Ranked #25,266",82,"Ranked #25,266",3.62 | pDev: 14.09%,3.62,14.09%,614,"1,528",Active,"Apr 03, 2009"
Strawberry Lager,Abita Brewing Co.,"Louisiana, United States",Fruit and Field BeerRanked #283,Fruit and Field Beer,Ranked #283, 4.2%,"79Ranked #26,836",79,"Ranked #26,836",3.48 | pDev: 18.68%,3.48,18.68%,447,"1,446",Active,"May 03, 2005"
Shiner Ruby Redbird,Spoetzl Brewery,"Texas, United States",Fruit and Field BeerRanked #378,Fruit and Field Beer,Ranked #378, 4.01%,"73Ranked #27,999",73,"Ranked #27,999",3.19 | pDev: 21.94%,3.19,21.94%,304,"1,378",Active,"Mar 17, 2011"
Fort,Dogfish Head Craft Brewery,"Delaware, United States",Fruit and Field BeerRanked #102,Fruit and Field Beer,Ranked #102, 18%,"84Ranked #22,732",84,"Ranked #22,732",3.73 | pDev: 17.69%,3.73,17.69%,576,"1,335",Active,"Feb 05, 2005"
Tweason'ale,Dogfish Head Craft Brewery,"Delaware, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 6%,71,71,Na,3.08 | pDev: 21.75%,3.08,21.75%,296,"1,334",Active,"Jul 01, 2011"
Soft Parade,Short's Brewing Company,"Michigan, United States",Fruit and Field BeerRanked #147,Fruit and Field Beer,Ranked #147, 7.5%,"83Ranked #24,496",83,"Ranked #24,496",3.66 | pDev: 16.12%,3.66,16.12%,366,"1,266",Active,"Jun 18, 2004"
Blue,SweetWater Brewing Company,"Georgia, United States",Fruit and Field BeerRanked #323,Fruit and Field Beer,Ranked #323, 4.9%,"77Ranked #27,367",77,"Ranked #27,367",3.39 | pDev: 17.7%,3.39,17.7%,312,"1,239",Active,"Apr 11, 2002"
Kasteel Rouge,Brouwerij Van Honsebrouck N.V.,Belgium,Fruit and Field BeerRanked #61,Fruit and Field Beer,Ranked #61, 8%,"86Ranked #19,878",86,"Ranked #19,878",3.81 | pDev: 15.75%,3.81,15.75%,442,"1,154",Active,"Sep 25, 2007"
Redd's Apple Ale,Miller Brewing Co.,"Wisconsin, United States",Fruit and Field BeerRanked #411,Fruit and Field Beer,Ranked #411, 5%,"65Ranked #28,655",65,"Ranked #28,655",2.74 | pDev: 30.66%,2.74,30.66%,193,"1,131",Active,"Nov 18, 2012"
Pyramid Apricot Ale,"Pyramid Breweries, Inc.","Oregon, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 5.1%,78,78,Na,3.43 | pDev: 17.78%,3.43,17.78%,485,"1,123",Active,"Aug 13, 2001"
Stiegl Radler (Grapefruit),Stieglbrauerei zu Salzburg GmbH,Austria,Fruit and Field BeerRanked #51,Fruit and Field Beer,Ranked #51, 2.25%,"86Ranked #19,016",86,"Ranked #19,016",3.83 | pDev: 13.58%,3.83,13.58%,164,"1,043",Active,"Apr 12, 2011"
Wild Blueberry Wheat Ale,Sea Dog Brewing Company,"Maine, United States",Fruit and Field BeerRanked #292,Fruit and Field Beer,Ranked #292, 4.7%,"79Ranked #27,043",79,"Ranked #27,043",3.45 | pDev: 18.26%,3.45,18.26%,368,"1,026",Active,"Apr 17, 2002"
Tangerine Wheat,Lost Coast Brewery and Cafe,"California, United States",Fruit and Field BeerRanked #296,Fruit and Field Beer,Ranked #296, 5.5%,"78Ranked #27,098",78,"Ranked #27,098",3.44 | pDev: 18.9%,3.44,18.9%,257,988,Active,"Jul 28, 2006"
Cucumber Saison,Cigar City Brewing,"Florida, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 5%,83,83,Na,3.67 | pDev: 16.35%,3.67,16.35%,153,963,Active,"Sep 12, 2011"
Pumpkinfest,Terrapin Beer Company,"Georgia, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 6.1%,83,83,Na,3.67 | pDev: 11.72%,3.67,11.72%,266,924,Active,"Oct 06, 2009"
Apricot Wheat,Ithaca Beer Company,"New York, United States",Fruit and Field BeerRanked #353,Fruit and Field Beer,Ranked #353, 4.9%,"76Ranked #27,717",76,"Ranked #27,717",3.31 | pDev: 18.13%,3.31,18.13%,285,890,Active,"Oct 18, 2001"
Frootwood,Founders Brewing Company,"Michigan, United States",Fruit and Field BeerRanked #14,Fruit and Field Beer,Ranked #14, 8%,"88Ranked #13,191",88,"Ranked #13,191",3.95 | pDev: 10.89%,3.95,10.89%,272,838,Active,"Oct 23, 2016"
UFO Raspberry Hefeweizen,Harpoon Brewery & Beer Hall,"Massachusetts, United States",Fruit and Field BeerRanked #212,Fruit and Field Beer,Ranked #212, 4.8%,"81Ranked #25,849",81,"Ranked #25,849",3.58 | pDev: 17.6%,3.58,17.6%,270,821,Active,"Mar 01, 2006"
Samuel Adams Blueberry Hill Lager,Boston Beer Company (Samuel Adams),"Massachusetts, United States",Fruit and Field BeerRanked #368,Fruit and Field Beer,Ranked #368, 5.5%,"74Ranked #27,880",74,"Ranked #27,880",3.24 | pDev: 16.67%,3.24,16.67%,126,819,Active,"Aug 18, 2012"
Shiner Prickly Pear,Spoetzl Brewery,"Texas, United States",Fruit and Field BeerRanked #335,Fruit and Field Beer,Ranked #335, 4.9%,"77Ranked #27,446",77,"Ranked #27,446",3.37 | pDev: 17.21%,3.37,17.21%,148,814,Active,"Jun 29, 2012"
Son Of A Peach,RJ Rockers Brewing Company,"South Carolina, United States",Fruit and Field BeerRanked #230,Fruit and Field Beer,Ranked #230, 6%,"81Ranked #26,088",81,"Ranked #26,088",3.56 | pDev: 17.7%,3.56,17.7%,215,799,Active,"Feb 27, 2009"
Shock Top Lemon Shandy,Anheuser-Busch,"Missouri, United States",Fruit and Field BeerRanked #407,Fruit and Field Beer,Ranked #407, 4.2%,"67Ranked #28,546",67,"Ranked #28,546",2.85 | pDev: 25.61%,2.85,25.61%,120,791,Active,"Mar 23, 2012"
Bumble Berry Honey Blueberry Ale,Fat Head's Brewery & Saloon,"Ohio, United States",Fruit and Field BeerRanked #116,Fruit and Field Beer,Ranked #116, 5.3%,"84Ranked #23,251",84,"Ranked #23,251",3.71 | pDev: 13.48%,3.71,13.48%,127,784,Active,"Jul 24, 2009"
Orange Shandy,Jacob Leinenkugel Brewing Company,"Wisconsin, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 4.2%,73,73,Na,3.15 | pDev: 21.9%,3.15,21.9%,101,767,Active,"Apr 10, 2013"
Delirium Red,Brouwerij Huyghe,Belgium,Fruit and Field BeerRanked #153,Fruit and Field Beer,Ranked #153, 8%,"83Ranked #24,670",83,"Ranked #24,670",3.65 | pDev: 16.44%,3.65,16.44%,185,755,Active,"Apr 28, 2011"
Blackbeary Wheat,Long Trail Brewing Co.,"Vermont, United States",Fruit and Field BeerRanked #388,Fruit and Field Beer,Ranked #388, 4%,"72Ranked #28,120",72,"Ranked #28,120",3.13 | pDev: 18.53%,3.13,18.53%,326,751,Active,"May 08, 2002"
Raspberry Ale,Dark Horse Brewing Company,"Michigan, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 5.5%,77,77,Na,3.36 | pDev: 14.88%,3.36,14.88%,248,740,Active,"Aug 05, 2003"
Blueberry Ale,Blue Point Brewing Company,"New York, United States",Fruit and Field BeerRanked #257,Fruit and Field Beer,Ranked #257, 4.6%,"80Ranked #26,498",80,"Ranked #26,498",3.52 | pDev: 15.63%,3.52,15.63%,217,691,Active,"Jun 22, 2004"
Smashed Blueberry,Shipyard Brewing Company,"Maine, United States",Fruit and Field BeerRanked #42,Fruit and Field Beer,Ranked #42, 9%,"87Ranked #18,102",87,"Ranked #18,102",3.85 | pDev: 15.06%,3.85,15.06%,187,612,Active,"May 11, 2011"
Organic Strawberry,Samuel Smith Old Brewery (Tadcaster),"England, United Kingdom",Fruit and Field BeerRanked #48,Fruit and Field Beer,Ranked #48, 5.1%,"86Ranked #18,554",86,"Ranked #18,554",3.84 | pDev: 15.36%,3.84,15.36%,200,603,Active,"Jan 24, 2009"
Key Lime Pie,Short's Brewing Company,"Michigan, United States",Fruit and Field BeerRanked #295,Fruit and Field Beer,Ranked #295, 5.75%,"78Ranked #27,080",78,"Ranked #27,080",3.44 | pDev: 19.19%,3.44,19.19%,208,565,Active,"Feb 21, 2010"
Strawberry Short's Cake,Short's Brewing Company,"Michigan, United States",Fruit and Field BeerRanked #164,Fruit and Field Beer,Ranked #164, 5%,"82Ranked #24,845",82,"Ranked #24,845",3.64 | pDev: 16.76%,3.64,16.76%,172,561,Active,"Jul 20, 2009"
Organic Raspberry,Samuel Smith Old Brewery (Tadcaster),"England, United Kingdom",Fruit and Field BeerRanked #28,Fruit and Field Beer,Ranked #28, 5.1%,"87Ranked #17,193",87,"Ranked #17,193",3.87 | pDev: 11.63%,3.87,11.63%,195,558,Active,"Jan 20, 2009"
Strawberry Wheat Beer,Lancaster Brewing Company,"Pennsylvania, United States",Fruit and Field BeerRanked #372,Fruit and Field Beer,Ranked #372, 4.7%,"74Ranked #27,935",74,"Ranked #27,935",3.21 | pDev: 19.31%,3.21,19.31%,206,543,Active,"Jan 09, 2003"
Wild Raspberry Ale,Great Divide Brewing Company,"Colorado, United States",Fruit and Field BeerRanked #252,Fruit and Field Beer,Ranked #252, 5.6%,"80Ranked #26,386",80,"Ranked #26,386",3.53 | pDev: 15.58%,3.53,15.58%,331,542,Active,"May 05, 2002"
Grapefruit Shandy,Jacob Leinenkugel Brewing Company,"Wisconsin, United States",Fruit and Field BeerRanked #184,Fruit and Field Beer,Ranked #184, 4.2%,"82Ranked #25,206",82,"Ranked #25,206",3.62 | pDev: 15.19%,3.62,15.19%,106,537,Active,"Feb 23, 2015"
Morimoto Soba Ale,Rogue Ales,"Oregon, United States",Fruit and Field BeerRanked #251,Fruit and Field Beer,Ranked #251, 4.8%,"80Ranked #26,383",80,"Ranked #26,383",3.53 | pDev: 15.3%,3.53,15.3%,222,532,Active,"Aug 25, 2007"
Ginger Lemon Radler,Boulevard Brewing Co.,"Missouri, United States",Fruit and Field BeerRanked #142,Fruit and Field Beer,Ranked #142, 4.1%,"83Ranked #24,218",83,"Ranked #24,218",3.67 | pDev: 13.35%,3.67,13.35%,72,521,Active,"May 10, 2014"
Van Diest Früli Strawberry Beer,Brouwerij Huyghe,Belgium,Fruit and Field BeerRanked #263,Fruit and Field Beer,Ranked #263, 4.1%,"80Ranked #26,572",80,"Ranked #26,572",3.51 | pDev: 18.23%,3.51,18.23%,211,517,Active,"Sep 17, 2003"
Cranberry Ginger Shandy,Jacob Leinenkugel Brewing Company,"Wisconsin, United States",Fruit and Field BeerRanked #356,Fruit and Field Beer,Ranked #356, 4.2%,"76Ranked #27,757",76,"Ranked #27,757",3.29 | pDev: 20.06%,3.29,20.06%,93,516,Active,"Jul 17, 2014"
Bar Harbor Blueberry Ale,Atlantic Brewing Company - Town Hill / Mainely Meat BBQ,"Maine, United States",Fruit and Field BeerRanked #276,Fruit and Field Beer,Ranked #276, 5.2%,"79Ranked #26,711",79,"Ranked #26,711",3.49 | pDev: 14.04%,3.49,14.04%,274,504,Active,"Dec 13, 2001"
Blueberry Ale,Wachusett Brewing Company,"Massachusetts, United States",Fruit and Field BeerRanked #327,Fruit and Field Beer,Ranked #327, 4.5%,"77Ranked #27,378",77,"Ranked #27,378",3.38 | pDev: 17.75%,3.38,17.75%,157,503,Active,"Nov 28, 2001"
UFO Big Squeeze Shandy,Harpoon Brewery & Beer Hall,"Massachusetts, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 4.5%,78,78,Na,3.41 | pDev: 18.48%,3.41,18.48%,64,499,Active,"Mar 25, 2014"
Organic Cherry,Samuel Smith Old Brewery (Tadcaster),"England, United Kingdom",Fruit and Field BeerRanked #44,Fruit and Field Beer,Ranked #44, 5.1%,"87Ranked #18,084",87,"Ranked #18,084",3.85 | pDev: 12.99%,3.85,12.99%,179,484,Active,"Jun 25, 2007"
Wheach,O'Fallon Brewery,"Missouri, United States",Fruit and Field BeerRanked #222,Fruit and Field Beer,Ranked #222, 5.1%,"81Ranked #25,932",81,"Ranked #25,932",3.57 | pDev: 15.69%,3.57,15.69%,185,484,Active,"Jun 03, 2005"
St-Ambroise Apricot Wheat Ale,McAuslan Brewing,"Quebec, Canada",Fruit and Field BeerRanked #148,Fruit and Field Beer,Ranked #148, 5%,"83Ranked #24,421",83,"Ranked #24,421",3.66 | pDev: 13.39%,3.66,13.39%,229,481,Active,"Aug 12, 2002"
Oculto,Anheuser-Busch,"Missouri, United States",Fruit and Field BeerRanked #412,Fruit and Field Beer,Ranked #412, 6%,"64Ranked #28,673",64,"Ranked #28,673",2.71 | pDev: 30.26%,2.71,30.26%,154,477,Active,"Jan 04, 2015"
Bud Light & Clamato Chelada,Anheuser-Busch,"Missouri, United States",Fruit and Field BeerRanked #423,Fruit and Field Beer,Ranked #423, 4.2%,"49Ranked #28,871",49,"Ranked #28,871",1.93 | pDev: 53.37%,1.93,53.37%,178,461,Active,"Jun 26, 2007"
Del's Shandy,Narragansett Brewing Co.,"Rhode Island, United States",Fruit and Field BeerRanked #317,Fruit and Field Beer,Ranked #317, 4.7%,"78Ranked #27,285",78,"Ranked #27,285",3.4 | pDev: 17.65%,3.4,17.65%,80,459,Active,"May 12, 2014"
Organic Apricot Ale,Samuel Smith Old Brewery (Tadcaster),"England, United Kingdom",Fruit and Field BeerRanked #23,Fruit and Field Beer,Ranked #23, 5.1%,"87Ranked #16,306",87,"Ranked #16,306",3.89 | pDev: 13.62%,3.89,13.62%,130,459,Active,"Mar 19, 2012"
Sweet Potato Casserole Strong Ale,Funky Buddha Brewery,"Florida, United States",Fruit and Field BeerRanked #17,Fruit and Field Beer,Ranked #17, 7.9%,"88Ranked #13,230",88,"Ranked #13,230",3.95 | pDev: 11.39%,3.95,11.39%,83,450,Active,"Oct 05, 2012"
Blueberry Cobbler,Funky Buddha Brewery,"Florida, United States",Fruit and Field BeerRanked #55,Fruit and Field Beer,Ranked #55, 5.4%,"86Ranked #18,987",86,"Ranked #18,987",3.83 | pDev: 13.58%,3.83,13.58%,61,446,Active,"Jun 26, 2011"
Harvest Patch Shandy,Jacob Leinenkugel Brewing Company,"Wisconsin, United States",Fruit and Field BeerRanked #342,Fruit and Field Beer,Ranked #342, 4.2%,"77Ranked #27,512",77,"Ranked #27,512",3.35 | pDev: 19.7%,3.35,19.7%,89,439,Active,"Jul 17, 2014"
New Grist Gluten-Free Pilsner Style Beer,"Lakefront Brewery, Inc.","Wisconsin, United States",Fruit and Field BeerRanked #409,Fruit and Field Beer,Ranked #409, 5.1%,"65Ranked #28,633",65,"Ranked #28,633",2.75 | pDev: 24%,2.75,24%,220,428,Active,"Oct 13, 2005"
Éphémère (Cassis / Black Currant),Unibroue,"Quebec, Canada",Fruit and Field Beer,Fruit and Field Beer,Na, 5.5%,83,83,Na,3.69 | pDev: 14.63%,3.69,14.63%,228,385,Active,"Dec 10, 2003"
Hala Kahiki,Rivertowne Brewing,"Pennsylvania, United States",Fruit and Field BeerRanked #301,Fruit and Field Beer,Ranked #301, 4.8%,"78Ranked #27,113",78,"Ranked #27,113",3.43 | pDev: 19.24%,3.43,19.24%,68,384,Active,"May 29, 2010"
Budweiser & Clamato Chelada,Anheuser-Busch,"Missouri, United States",Fruit and Field BeerRanked #422,Fruit and Field Beer,Ranked #422, 5%,"54Ranked #28,853",54,"Ranked #28,853",2.16 | pDev: 52.78%,2.16,52.78%,190,363,Active,"Jun 24, 2007"
Liefmans Fruitesse On The Rocks,Brouwerij Liefmans,Belgium,Fruit and Field BeerRanked #304,Fruit and Field Beer,Ranked #304, 3.8%,"78Ranked #27,162",78,"Ranked #27,162",3.42 | pDev: 18.42%,3.42,18.42%,121,351,Active,"Feb 24, 2010"
Mango Cart,Golden Road Brewing,"California, United States",Fruit and Field BeerRanked #31,Fruit and Field Beer,Ranked #31, 4%,"87Ranked #17,174",87,"Ranked #17,174",3.87 | pDev: 13.44%,3.87,13.44%,96,350,Active,"May 21, 2018"
Raspberry Hefeweizen,The Schlafly Tap Room,"Missouri, United States",Fruit and Field BeerRanked #332,Fruit and Field Beer,Ranked #332, 4.1%,"77Ranked #27,409",77,"Ranked #27,409",3.37 | pDev: 14.84%,3.37,14.84%,89,349,Active,"Jun 28, 2003"
Buckwheat Ale,Rogue Ales,"Oregon, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 4.8%,83,83,Na,3.67 | pDev: 13.62%,3.67,13.62%,294,343,Active,"Aug 12, 2001"
Blue Moon Blackberry Tart Ale,Blue Moon Brewing Company,"Colorado, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 5.8%,72,72,Na,3.08 | pDev: 17.53%,3.08,17.53%,45,329,Active,"Apr 15, 2013"
Cherry Chocolate,O'Fallon Brewery,"Missouri, United States",Fruit and Field BeerRanked #381,Fruit and Field Beer,Ranked #381, 5.7%,"73Ranked #28,012",73,"Ranked #28,012",3.17 | pDev: 23.66%,3.17,23.66%,195,328,Active,"Mar 19, 2004"
Pynk,Yards Brewing Co.,"Pennsylvania, United States",Fruit and Field BeerRanked #213,Fruit and Field Beer,Ranked #213, 5.5%,"81Ranked #25,774",81,"Ranked #25,774",3.58 | pDev: 14.53%,3.58,14.53%,65,327,Active,"Oct 26, 2003"
Wasatch Apricot Hefeweizen,Utah Brewers Cooperative,,Fruit and Field BeerRanked #289,Fruit and Field Beer,Ranked #289, 4%,"79Ranked #26,912",79,"Ranked #26,912",3.46 | pDev: 16.18%,3.46,16.18%,87,321,Active,"Aug 25, 2002"
Raspberry Wheat Ale,Sea Dog Brewing Company,"Maine, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 4.5%,71,71,Na,3.04 | pDev: 19.41%,3.04,19.41%,162,319,Active,"Mar 21, 2002"
Paw Paw Wheat,Jackie O's Brewpub,"Ohio, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 9.2%,85,85,Na,3.79 | pDev: 11.35%,3.79,11.35%,52,311,Active,"Dec 09, 2013"
Pêche Mel,Brasserie Dubuisson Frères sprl,Belgium,Fruit and Field BeerRanked #154,Fruit and Field Beer,Ranked #154, 8.5%,"83Ranked #24,585",83,"Ranked #24,585",3.65 | pDev: 15.89%,3.65,15.89%,105,296,Active,"Jan 03, 2010"
Apricot,Sea Dog Brewing Company,"Maine, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 4.7%,71,71,Na,3.07 | pDev: 20.52%,3.07,20.52%,121,292,Active,"Jun 06, 2006"
Blue Moon Mango Wheat,Blue Moon Brewing Company,"Colorado, United States",Fruit and Field BeerRanked #206,Fruit and Field Beer,Ranked #206, 5.4%,"82Ranked #25,608",82,"Ranked #25,608",3.59 | pDev: 14.48%,3.59,14.48%,80,289,Active,"Mar 12, 2017"
Peaches & Cream,Short's Brewing Company,"Michigan, United States",Fruit and Field BeerRanked #36,Fruit and Field Beer,Ranked #36, 8.3%,"87Ranked #17,612",87,"Ranked #17,612",3.86 | pDev: 14.51%,3.86,14.51%,82,283,Active,"Jun 11, 2007"
Lil' Gruesome,Spring House Brewing Company,"Pennsylvania, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 7%,85,85,Na,3.75 | pDev: 14.13%,3.75,14.13%,34,279,Active,"Jul 14, 2011"
Redd's Strawberry Ale,Miller Brewing Co.,"Wisconsin, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 5%,65,65,Na,2.72 | pDev: 29.78%,2.72,29.78%,48,278,Active,"Aug 21, 2013"
Kinda Blue Blueberry Wheat Beer,Boulder Beer / Wilderness Pub,"Colorado, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 5.5%,73,73,Na,3.13 | pDev: 19.17%,3.13,19.17%,94,276,Active,"Jun 20, 2010"
My Blueberry Nightmare,Birrificio Del Ducato,Italy,Fruit and Field Beer,Fruit and Field Beer,Na, 9.4%,76,76,Na,3.28 | pDev: 32.01%,3.28,32.01%,59,274,Active,"Aug 31, 2012"
Coors Light Summer Brew,Coors Brewing Company (Molson-Coors),"Colorado, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 3.9%,59,59,Na,2.43 | pDev: 31.28%,2.43,31.28%,39,269,Active,"Apr 17, 2014"
Coolcumber,Wicked Weed Brewing,"North Carolina, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 5.5%,85,85,Na,3.78 | pDev: 12.43%,3.78,12.43%,41,269,Active,"May 28, 2013"
Kriekbier,Brouwerij Liefmans,Belgium,Fruit and Field Beer,Fruit and Field Beer,Na, 6%,89,89,Na,4 | pDev: 11%,4,11%,194,265,Active,"May 13, 2002"
Saranac Blueberry Blonde Ale,Matt Brewing Company / Saranac Brewery,"New York, United States",Fruit and Field BeerRanked #330,Fruit and Field Beer,Ranked #330, 5%,"77Ranked #27,380",77,"Ranked #27,380",3.37 | pDev: 15.73%,3.37,15.73%,74,258,Active,"Apr 15, 2012"
Stiegl Radler Zitrone (Lemon),Stieglbrauerei zu Salzburg GmbH,Austria,Fruit and Field BeerRanked #300,Fruit and Field Beer,Ranked #300, 2%,"78Ranked #27,082",78,"Ranked #27,082",3.43 | pDev: 16.62%,3.43,16.62%,123,254,Active,"Jul 30, 2003"
Grateful Harvest Cranberry Ale,Harpoon Brewery & Beer Hall,"Massachusetts, United States",Fruit and Field Beer,Fruit and Field Beer,Na, 5.9%,75,75,Na,3.27 | pDev: 14.98%,3.27,14.98%,102,253,Active,"Oct 11, 2010"
Virginia Blackberry,Hardywood Park Craft Brewery,"Virginia, United States",Fruit and Field BeerRanked #150,Fruit and Field Beer,Ranked #150, 6.8%,"83Ranked #24,341",83,"Ranked #24,341",3.66 | pDev: 12.02%,3.66,12.02%,41,246,Active,"Sep 10, 2012"
Fraoch Heather Ale,Williams Brothers Brewing Company,"Scotland, United Kingdom",Gruit / Ancient Herbed AleRanked #12,Gruit / Ancient Herbed Ale,Ranked #12, 5%,"85Ranked #22,108",85,"Ranked #22,108",3.75 | pDev: 13.07%,3.75,13.07%,730,"1,184",Active,"Oct 06, 1998"
Alba Scots Pine Ale,Williams Brothers Brewing Company,"Scotland, United Kingdom",Gruit / Ancient Herbed AleRanked #11,Gruit / Ancient Herbed Ale,Ranked #11, 7.5%,"85Ranked #20,678",85,"Ranked #20,678",3.79 | pDev: 13.98%,3.79,13.98%,479,701,Active,"Sep 18, 2001"
Kvasir,Dogfish Head Craft Brewery,"Delaware, United States",Gruit / Ancient Herbed AleRanked #13,Gruit / Ancient Herbed Ale,Ranked #13, 10%,"84Ranked #22,383",84,"Ranked #22,383",3.74 | pDev: 12.03%,3.74,12.03%,114,669,Active,"Oct 22, 2013"
Ebulum Elderberry Black Ale,Williams Brothers Brewing Company,"Scotland, United Kingdom",Gruit / Ancient Herbed AleRanked #10,Gruit / Ancient Herbed Ale,Ranked #10, 6.5%,"86Ranked #20,252",86,"Ranked #20,252",3.8 | pDev: 11.32%,3.8,11.32%,366,546,Active,"Sep 18, 2001"
Grozet,Williams Brothers Brewing Company,"Scotland, United Kingdom",Gruit / Ancient Herbed AleRanked #18,Gruit / Ancient Herbed Ale,Ranked #18, 5%,"80Ranked #26,280",80,"Ranked #26,280",3.54 | pDev: 13.56%,3.54,13.56%,331,469,Active,"Sep 13, 2001"
Kelpie Seaweed Ale,Williams Brothers Brewing Company,"Scotland, United Kingdom",Gruit / Ancient Herbed AleRanked #17,Gruit / Ancient Herbed Ale,Ranked #17, 4.4%,"82Ranked #25,180",82,"Ranked #25,180",3.62 | pDev: 13.81%,3.62,13.81%,292,423,Active,"Sep 18, 2001"
13th Century Grut Bier,Professor Fritz Briem,Germany,Gruit / Ancient Herbed Ale,Gruit / Ancient Herbed Ale,Na, 4.6%,86,86,Na,3.84 | pDev: 15.63%,3.84,15.63%,170,305,Active,"Jul 29, 2008"
Posca Rustica,Brasserie Dupont sprl,Belgium,Gruit / Ancient Herbed Ale,Gruit / Ancient Herbed Ale,Na, 8%,90,90,Na,4.02 | pDev: 9.7%,4.02,9.7%,107,251,Active,"Jan 26, 2003"
Special Herbs (Seasonal),Upright Brewing Company,"Oregon, United States",Gruit / Ancient Herbed AleRanked #1,Gruit / Ancient Herbed Ale,Ranked #1, 5.7%,97Ranked #667,97,Ranked #667,4.39 | pDev: 6.38%,4.39,6.38%,30,207,Active,"Aug 15, 2013"
