name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Benediktiner Weissbier,Klosterbrauerei Ettal,Germany,HefeweizenRanked #109,Hefeweizen,Ranked #109, 5.4%,"86Ranked #19,418",86,"Ranked #19,418",3.82 | pDev: 12.57%,3.82,12.57%,116,415,Active,"Jan 08, 2010"
Heinnieweisse Weissebier,Butternuts Beer & Ale,"New York, United States",Hefeweizen,Hefeweizen,Na, 4.9%,78,78,Na,3.4 | pDev: 16.76%,3.4,16.76%,234,408,Active,"Mar 04, 2006"
Penn Weizen,Pennsylvania Brewing Company,"Pennsylvania, United States",HefeweizenRanked #68,Hefeweizen,Ranked #68, 5%,"87Ranked #17,181",87,"Ranked #17,181",3.87 | pDev: 12.4%,3.87,12.4%,244,397,Active,"Mar 06, 2002"
Baltika #8 Wheat,Baltika Breweries,Russia,Hefeweizen,Hefeweizen,Na, 5%,80,80,Na,3.52 | pDev: 14.49%,3.52,14.49%,235,378,Active,"Dec 24, 2002"
Royal Weisse,Sly Fox Brewing Company,"Pennsylvania, United States",HefeweizenRanked #110,Hefeweizen,Ranked #110, 5.4%,"86Ranked #19,413",86,"Ranked #19,413",3.82 | pDev: 11.26%,3.82,11.26%,184,372,Active,"Nov 26, 2002"
Schnickelfritz,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,"Missouri, United States",HefeweizenRanked #82,Hefeweizen,Ranked #82, 4.8%,"87Ranked #18,072",87,"Ranked #18,072",3.85 | pDev: 11.43%,3.85,11.43%,76,357,Active,"Feb 02, 2011"
Edelweiss Hefetrüb,Brau Union Österreich,Austria,HefeweizenRanked #54,Hefeweizen,Ranked #54, 5.3%,"88Ranked #15,272",88,"Ranked #15,272",3.91 | pDev: 13.81%,3.91,13.81%,114,316,Active,"Jul 11, 2001"
EOS Hefeweizen,Nebraska Brewing Company Production Brewery & Tap Room,"Nebraska, United States",HefeweizenRanked #111,Hefeweizen,Ranked #111, 5.2%,"86Ranked #19,383",86,"Ranked #19,383",3.82 | pDev: 9.69%,3.82,9.69%,77,306,Active,"Jul 03, 2009"
Krombacher Weizen,Krombacher Brauerei,Germany,HefeweizenRanked #278,Hefeweizen,Ranked #278, 5.3%,"81Ranked #25,622",81,"Ranked #25,622",3.59 | pDev: 12.81%,3.59,12.81%,86,305,Active,"Sep 15, 2007"
Hefe Weiss,Sprecher Brewing Company,"Wisconsin, United States",HefeweizenRanked #227,Hefeweizen,Ranked #227, 4.2%,"83Ranked #24,587",83,"Ranked #24,587",3.65 | pDev: 13.97%,3.65,13.97%,160,304,Active,"Mar 02, 2001"
Wisconsinite,"Lakefront Brewery, Inc.","Wisconsin, United States",HefeweizenRanked #277,Hefeweizen,Ranked #277, 5%,"81Ranked #25,618",81,"Ranked #25,618",3.59 | pDev: 15.6%,3.59,15.6%,51,297,Active,"May 10, 2012"
Hitachino Nest Weizen,Kiuchi Brewery,Japan,HefeweizenRanked #172,Hefeweizen,Ranked #172, 5%,"84Ranked #22,603",84,"Ranked #22,603",3.73 | pDev: 13.14%,3.73,13.14%,170,292,Active,"Nov 16, 2001"
Flensburger Weizen,Flensburger Brauerei,Germany,HefeweizenRanked #209,Hefeweizen,Ranked #209, 5.1%,"83Ranked #24,124",83,"Ranked #24,124",3.67 | pDev: 13.35%,3.67,13.35%,121,268,Active,"Nov 24, 2002"
El Hefe Speaks,DC Brau Brewing Co.,"District of Columbia, United States",HefeweizenRanked #264,Hefeweizen,Ranked #264, 5.2%,"82Ranked #25,443",82,"Ranked #25,443",3.6 | pDev: 11.67%,3.6,11.67%,48,263,Active,"Aug 27, 2011"
Heifer-In-Wheat,Stoudts Brewing Co.,"Pennsylvania, United States",HefeweizenRanked #165,Hefeweizen,Ranked #165, 5%,"84Ranked #22,271",84,"Ranked #22,271",3.74 | pDev: 11.23%,3.74,11.23%,124,248,Active,"Jun 20, 2008"
Sunspot,Greenbush Brewing Company,"Michigan, United States",HefeweizenRanked #136,Hefeweizen,Ranked #136, 6%,"85Ranked #21,311",85,"Ranked #21,311",3.77 | pDev: 13.26%,3.77,13.26%,36,242,Active,"Jul 08, 2011"
Hefeweizen,Golden Road Brewing,"California, United States",HefeweizenRanked #314,Hefeweizen,Ranked #314, 4.6%,"79Ranked #26,720",79,"Ranked #26,720",3.48 | pDev: 13.79%,3.48,13.79%,45,238,Active,"Oct 18, 2011"
Urweisse,Erdinger Weissbräu,Germany,HefeweizenRanked #113,Hefeweizen,Ranked #113, 4.9%,"86Ranked #19,348",86,"Ranked #19,348",3.82 | pDev: 9.95%,3.82,9.95%,84,235,Active,"Feb 25, 2008"
Goggle Fogger,Fat Head's Brewery & Saloon,"Ohio, United States",HefeweizenRanked #28,Hefeweizen,Ranked #28, 5.4%,"89Ranked #11,378",89,"Ranked #11,378",3.99 | pDev: 9.02%,3.99,9.02%,46,234,Active,"Sep 26, 2009"
A Slice Of Hefen,La Cumbre Brewing Co.,"New Mexico, United States",HefeweizenRanked #21,Hefeweizen,Ranked #21, 5.4%,"90Ranked #9,523",90,"Ranked #9,523",4.03 | pDev: 9.93%,4.03,9.93%,59,231,Active,"Jun 18, 2012"
Ünshadowed,Ale Asylum,"Wisconsin, United States",HefeweizenRanked #254,Hefeweizen,Ranked #254, 6%,"82Ranked #25,263",82,"Ranked #25,263",3.61 | pDev: 11.36%,3.61,11.36%,31,229,Active,"Jun 28, 2006"
Bubbler,New Glarus Brewing Company,"Wisconsin, United States",HefeweizenRanked #30,Hefeweizen,Ranked #30, 4%,"89Ranked #11,381",89,"Ranked #11,381",3.99 | pDev: 9.27%,3.99,9.27%,66,225,Active,"Mar 31, 2016"
Day Of The Dead Beer (Cerveza De Los Muertos) Immortal Beloved,Cerveceria Mexicana S.A. De C.V.,Mexico,Hefeweizen,Hefeweizen,Na, 5.5%,76,76,Na,3.31 | pDev: 15.41%,3.31,15.41%,52,218,Active,"Aug 05, 2013"
Sternweisse,Hacker-Pschorr Bräu GmbH,Germany,HefeweizenRanked #100,Hefeweizen,Ranked #100, 5.5%,"86Ranked #18,911",86,"Ranked #18,911",3.83 | pDev: 9.92%,3.83,9.92%,113,216,Active,"Sep 26, 2003"
Furth,Night Shift Brewing,"Massachusetts, United States",HefeweizenRanked #59,Hefeweizen,Ranked #59, 5.5%,"87Ranked #16,279",87,"Ranked #16,279",3.89 | pDev: 7.97%,3.89,7.97%,45,209,Active,"Jul 09, 2015"
Howling Wolf Weisse Bier,Grand Teton Brewing Co.,"Idaho, United States",Hefeweizen,Hefeweizen,Na, 5%,82,82,Na,3.59 | pDev: 12.81%,3.59,12.81%,64,204,Active,"Oct 14, 2010"
Mission Hefeweizen,Mission Brewery,"California, United States",Hefeweizen,Hefeweizen,Na, 5%,79,79,Na,3.46 | pDev: 18.5%,3.46,18.5%,69,201,Active,"Feb 29, 2008"
El Hefe,No Label Brewing Company,"Texas, United States",HefeweizenRanked #327,Hefeweizen,Ranked #327, 5.5%,"78Ranked #27,163",78,"Ranked #27,163",3.41 | pDev: 17.89%,3.41,17.89%,35,201,Active,"May 28, 2011"
Schell's Hefeweizen,August Schell Brewing Company,"Minnesota, United States",HefeweizenRanked #93,Hefeweizen,Ranked #93, 4.75%,"86Ranked #18,455",86,"Ranked #18,455",3.84 | pDev: 12.5%,3.84,12.5%,92,198,Active,"Jun 23, 2002"
Weissbier,Augustiner-Bräu,Germany,HefeweizenRanked #31,Hefeweizen,Ranked #31, 5.4%,"89Ranked #11,411",89,"Ranked #11,411",3.99 | pDev: 12.53%,3.99,12.53%,43,187,Active,"Jun 13, 2002"
Weltenburger Kloster Helle Weiße,Klosterbrauerei Weltenburg,Germany,HefeweizenRanked #180,Hefeweizen,Ranked #180, 5.4%,"84Ranked #22,787",84,"Ranked #22,787",3.72 | pDev: 9.68%,3.72,9.68%,106,184,Active,"Jun 05, 2002"
Irish Wheat,Guinness Ltd.,Ireland,Hefeweizen,Hefeweizen,Na, 5.3%,83,83,Na,3.66 | pDev: 11.75%,3.66,11.75%,62,181,Active,"Feb 24, 2017"
Hopf Helle Weisse,Weissbierbrauerei Hopf,Germany,HefeweizenRanked #144,Hefeweizen,Ranked #144, 5.3%,"85Ranked #21,581",85,"Ranked #21,581",3.76 | pDev: 10.9%,3.76,10.9%,111,177,Active,"Jul 07, 2002"
Hefeweizen,SanTan Brewing Co.,"Arizona, United States",HefeweizenRanked #232,Hefeweizen,Ranked #232, 5%,"83Ranked #24,664",83,"Ranked #24,664",3.64 | pDev: 12.09%,3.64,12.09%,41,174,Active,"Sep 24, 2010"
Valentins Weißbier,Park & Bellheimer AG,Germany,Hefeweizen,Hefeweizen,Na, 5.3%,81,81,Na,3.57 | pDev: 13.17%,3.57,13.17%,82,172,Active,"Apr 08, 2006"
Summerweiss,Muskoka Brewery,"Ontario, Canada",Hefeweizen,Hefeweizen,Na, 5%,86,86,Na,3.83 | pDev: 10.7%,3.83,10.7%,57,168,Active,"Mar 25, 2011"
Sunshine Coast Hefeweizen,Granville Island Brewery,"British Columbia, Canada",HefeweizenRanked #306,Hefeweizen,Ranked #306, 5%,"81Ranked #26,242",81,"Ranked #26,242",3.53 | pDev: 12.46%,3.53,12.46%,63,166,Active,"May 28, 2003"
Ginger In The Rye (Rye Munich Weizen),Short's Brewing Company,"Michigan, United States",Hefeweizen,Hefeweizen,Na, 7.85%,83,83,Na,3.64 | pDev: 16.48%,3.64,16.48%,54,165,Active,"Oct 13, 2007"
I Love Lamp,Evil Genius Beer Company,"Pennsylvania, United States",HefeweizenRanked #331,Hefeweizen,Ranked #331, 5.5%,"78Ranked #27,241",78,"Ranked #27,241",3.39 | pDev: 14.16%,3.39,14.16%,27,164,Active,"Jun 06, 2014"
Weissenheimer Hefeweizen,DESTIHL Brewery,"Illinois, United States",HefeweizenRanked #241,Hefeweizen,Ranked #241, 5.2%,"82Ranked #24,818",82,"Ranked #24,818",3.63 | pDev: 11.85%,3.63,11.85%,37,158,Active,"Sep 02, 2008"
Dry Dock Hefeweizen,Dry Dock Brewing Co.,"Colorado, United States",Hefeweizen,Hefeweizen,Na, 4.3%,89,89,Na,3.98 | pDev: 12.81%,3.98,12.81%,46,157,Active,"Jan 28, 2011"
Weißbier,Prost Brewing Co. - Denver,"Colorado, United States",Hefeweizen,Hefeweizen,Na, 4.2%,88,88,Na,3.93 | pDev: 11.2%,3.93,11.2%,44,156,Active,"Aug 11, 2012"
Licher Hefeweizen,Licher Privatbrauerei,Germany,Hefeweizen,Hefeweizen,Na, 5.4%,85,85,Na,3.76 | pDev: 10.9%,3.76,10.9%,76,155,Active,"May 09, 2006"
Miami Weiss,MIA Beer Co.,"Florida, United States",HefeweizenRanked #130,Hefeweizen,Ranked #130, 6%,"85Ranked #20,813",85,"Ranked #20,813",3.78 | pDev: 10.85%,3.78,10.85%,31,150,Active,"Sep 04, 2014"
Beach Wheat,Short's Brewing Company,"Michigan, United States",Hefeweizen,Hefeweizen,Na, 5%,80,80,Na,3.49 | pDev: 14.04%,3.49,14.04%,47,149,Active,"Aug 03, 2009"
Grieskirchner Jörger Weisse,Brauerei Grieskirchen AG,Austria,Hefeweizen,Hefeweizen,Na, 5.1%,83,83,Na,3.64 | pDev: 12.91%,3.64,12.91%,99,147,Active,"Jan 25, 2006"
Summertime Wheat,Rahr & Sons Brewing Company,"Texas, United States",Hefeweizen,Hefeweizen,Na, 5.2%,81,81,Na,3.56 | pDev: 16.57%,3.56,16.57%,55,147,Active,"Jul 08, 2006"
Plank Bavarian Hefeweizen,Brauerei Michael Plank,Germany,HefeweizenRanked #87,Hefeweizen,Ranked #87, 5.2%,"87Ranked #17,991",87,"Ranked #17,991",3.85 | pDev: 9.35%,3.85,9.35%,90,146,Active,"Apr 01, 2007"
Ramstein Blonde Wheat Beer,High Point Brewing Company,"New Jersey, United States",HefeweizenRanked #166,Hefeweizen,Ranked #166, 5.5%,"84Ranked #22,145",84,"Ranked #22,145",3.74 | pDev: 14.17%,3.74,14.17%,105,144,Active,"Jan 28, 2002"
Whippet Wheat,Thirsty Dog Brewing Company,"Ohio, United States",HefeweizenRanked #248,Hefeweizen,Ranked #248, 5.2%,"82Ranked #24,962",82,"Ranked #24,962",3.62 | pDev: 13.26%,3.62,13.26%,48,142,Active,"May 13, 2010"
El Jefe,J. Wakefield Brewing,"Florida, United States",HefeweizenRanked #61,Hefeweizen,Ranked #61, 5.5%,"87Ranked #16,262",87,"Ranked #16,262",3.89 | pDev: 11.05%,3.89,11.05%,31,141,Active,"Jan 06, 2015"
King Heffy Imperial Hefeweizen,Howe Sound Inn & Brewing Company,"British Columbia, Canada",HefeweizenRanked #88,Hefeweizen,Ranked #88, 7.7%,"87Ranked #17,978",87,"Ranked #17,978",3.85 | pDev: 13.51%,3.85,13.51%,42,140,Active,"Jun 29, 2010"
Highwater Hefeweizen,Neshaminy Creek Brewing Company,"Pennsylvania, United States",Hefeweizen,Hefeweizen,Na, 5.2%,84,84,Na,3.73 | pDev: 12.6%,3.73,12.6%,32,139,Active,"Oct 29, 2012"
Long Daze,Berkshire Brewing Company,"Massachusetts, United States",Hefeweizen,Hefeweizen,Na, 4.7%,83,83,Na,3.64 | pDev: 12.36%,3.64,12.36%,86,135,Active,"Apr 18, 2006"
Windansea Wheat Hefeweizen,Karl Strauss Brewing Company,"California, United States",HefeweizenRanked #208,Hefeweizen,Ranked #208, 5.1%,"83Ranked #23,953",83,"Ranked #23,953",3.67 | pDev: 13.9%,3.67,13.9%,38,135,Active,"Mar 15, 2004"
Oettinger Hefeweissbier,Oettinger Brauerei GmbH,Germany,HefeweizenRanked #252,Hefeweizen,Ranked #252, 4.9%,"82Ranked #25,119",82,"Ranked #25,119",3.61 | pDev: 11.63%,3.61,11.63%,53,134,Active,"Dec 30, 2002"
Erdinger Schneeweisse,Erdinger Weissbräu,Germany,HefeweizenRanked #280,Hefeweizen,Ranked #280, 5.6%,"82Ranked #25,587",82,"Ranked #25,587",3.58 | pDev: 13.13%,3.58,13.13%,53,133,Active,"Jul 13, 2003"
Leavenworth Whistling Pig Wheat Ale,Fish Brewing Company / Fishbowl Brewpub,"Washington, United States",Hefeweizen,Hefeweizen,Na, 4%,75,75,Na,3.21 | pDev: 15.89%,3.21,15.89%,55,132,Active,"Dec 23, 2003"
Harvest Hefeweizen,BJ's Restaurant & Brewhouse,"Arizona, United States",HefeweizenRanked #330,Hefeweizen,Ranked #330, 4.9%,"78Ranked #27,191",78,"Ranked #27,191",3.39 | pDev: 19.17%,3.39,19.17%,29,123,Active,"Sep 29, 2004"
Weihenstephaner Kristallweissbier,Bayerische Staatsbrauerei Weihenstephan,Germany,KristallweizenRanked #1,Kristallweizen,Ranked #1, 5.4%,"91Ranked #7,499",91,"Ranked #7,499",4.07 | pDev: 9.83%,4.07,9.83%,924,"2,136",Active,"Jul 30, 2001"
Apollo,Sixpoint Brewery,"New York, United States",KristallweizenRanked #5,Kristallweizen,Ranked #5, 5.2%,"86Ranked #19,867",86,"Ranked #19,867",3.81 | pDev: 15.75%,3.81,15.75%,206,759,Active,"Apr 25, 2012"
Laughing Fox,New Glarus Brewing Company,"Wisconsin, United States",KristallweizenRanked #3,Kristallweizen,Ranked #3, 4.5%,"87Ranked #17,623",87,"Ranked #17,623",3.86 | pDev: 13.73%,3.86,13.73%,131,369,Active,"Aug 23, 2011"
Erdinger Weissbier Kristallklar,Erdinger Weissbräu,Germany,KristallweizenRanked #10,Kristallweizen,Ranked #10, 5.3%,"82Ranked #25,478",82,"Ranked #25,478",3.6 | pDev: 13.33%,3.6,13.33%,152,355,Active,"May 11, 2002"
Tucher Kristall Weizen,Brauerei Tucher Brau,Germany,KristallweizenRanked #7,Kristallweizen,Ranked #7, 5.1%,"85Ranked #20,906",85,"Ranked #20,906",3.78 | pDev: 11.38%,3.78,11.38%,152,241,Active,"Aug 17, 2001"
Old Chico Crystal Wheat,Sierra Nevada Brewing Co.,"California, United States",KristallweizenRanked #13,Kristallweizen,Ranked #13, 4.8%,"80Ranked #26,397",80,"Ranked #26,397",3.52 | pDev: 15.63%,3.52,15.63%,59,228,Active,"Apr 03, 2011"
Grasshopper Wheat Ale,Big Rock Brewery,"Alberta, Canada",KristallweizenRanked #16,Kristallweizen,Ranked #16, 5%,"72Ranked #28,153",72,"Ranked #28,153",3.09 | pDev: 14.56%,3.09,14.56%,104,218,Active,"Aug 04, 2002"
Franziskaner Weissbier Kristallklar,Spaten-Franziskaner-Bräu,Germany,KristallweizenRanked #9,Kristallweizen,Ranked #9, 5%,"84Ranked #23,577",84,"Ranked #23,577",3.69 | pDev: 11.92%,3.69,11.92%,100,183,Active,"Jul 06, 2001"
Weissbier Kristallklar,Paulaner Brauerei,Germany,KristallweizenRanked #11,Kristallweizen,Ranked #11, 5.2%,"82Ranked #25,515",82,"Ranked #25,515",3.58 | pDev: 12.29%,3.58,12.29%,35,111,Active,"May 28, 2002"
Schöfferhofer Kristallweizen,Binding-Brauerei AG,Germany,KristallweizenRanked #14,Kristallweizen,Ranked #14, 5%,"80Ranked #26,468",80,"Ranked #26,468",3.49 | pDev: 14.04%,3.49,14.04%,44,95,Active,"Jul 01, 2002"
Tap 2: Mein Kristall,Schneider Weisse G. Schneider & Sohn,Germany,KristallweizenRanked #6,Kristallweizen,Ranked #6, 5.3%,"86Ranked #20,336",86,"Ranked #20,336",3.79 | pDev: 9.5%,3.79,9.5%,27,93,Active,"Apr 06, 2002"
Weisse Kristall,Brauerei Gebrüder Maisel,Germany,KristallweizenRanked #8,Kristallweizen,Ranked #8, 5.1%,"85Ranked #21,985",85,"Ranked #21,985",3.74 | pDev: 14.17%,3.74,14.17%,50,89,Active,"Feb 19, 2002"
Dancing Trout Ale,"Bayern Brewing, Inc. / Edelweiss Bistro","Montana, United States",Kristallweizen,Kristallweizen,Na, 5.4%,77,77,Na,3.32 | pDev: 15.66%,3.32,15.66%,38,80,Active,"Sep 06, 2007"
White Oak Wheat Beer,Innis & Gunn,"Scotland, United Kingdom",Kristallweizen,Kristallweizen,Na, 6.4%,82,82,Na,3.58 | pDev: 10.61%,3.58,10.61%,26,72,Active,"Apr 25, 2015"
Bohemia Weizen,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Mexico,Kristallweizen,Kristallweizen,Na, 5.7%,77,77,Na,3.3 | pDev: 19.39%,3.3,19.39%,24,59,Active,"Jul 24, 2009"
Heisenberg,Austin Beerworks,"Texas, United States",KristallweizenRanked #2,Kristallweizen,Ranked #2, 4.8%,"88Ranked #15,409",88,"Ranked #15,409",3.91 | pDev: 10.49%,3.91,10.49%,8,58,Active,"May 18, 2013"
Kristall Weisse,Hacker-Pschorr Bräu GmbH,Germany,KristallweizenRanked #4,Kristallweizen,Ranked #4, 5.5%,"87Ranked #16,180",87,"Ranked #16,180",3.89 | pDev: 11.05%,3.89,11.05%,29,47,Active,"Oct 24, 2001"
Sunthief Kristallweizen,Black Raven Brewing Co.,"Washington, United States",Kristallweizen,Kristallweizen,Na, 4.8%,87,87,Na,3.89 | pDev: 7.97%,3.89,7.97%,6,44,Active,"May 25, 2010"
Tropical Thunder,Devils Backbone Brewing Company,"Virginia, United States",Kristallweizen,Kristallweizen,Na, 5.3%,80,80,Na,3.45 | pDev: 11.88%,3.45,11.88%,12,35,Active,"Feb 05, 2016"
Kristal-weizen,Franconia Brewing Company,"Texas, United States",Kristallweizen,Kristallweizen,Na,Not listed,83,83,Na,3.62 | pDev: 13.81%,3.62,13.81%,6,35,Active,"Jul 05, 2010"
Sanwald Kristall Weizen,Dinkelacker-Schwabenbraeu AG,Germany,Kristallweizen,Kristallweizen,Na, 4.9%,79,79,Na,3.29 | pDev: 13.37%,3.29,13.37%,9,25,Active,"May 28, 2005"
Cascade Blonde,Cascade Brewery Company Ltd.,Australia,Kristallweizen,Kristallweizen,Na, 4.8%,76,76,Na,3.06 | pDev: 18.3%,3.06,18.3%,14,22,Active,"Jan 14, 2006"
Weisse Weisse Baby,Orange Blossom Brewing Co.,"Florida, United States",Kristallweizen,Kristallweizen,Na, 5.4%,82,82,Na,3.44 | pDev: 12.21%,3.44,12.21%,5,16,Active,"May 10, 2015"
Falkensteiner Weizen,Privatbrauerei Bischoff,Germany,Kristallweizen,Kristallweizen,Na, 5.2%,78,78,Na,3.17 | pDev: 18.61%,3.17,18.61%,9,16,Active,"Dec 30, 2005"
Krystal Weizen,Portneuf Valley Brewing,"Idaho, United States",Kristallweizen,Kristallweizen,Na,Not listed,80,80,Na,3.25 | pDev: 17.54%,3.25,17.54%,6,15,Active,"Jul 29, 2010"
Kapuziner Weissbier Kristall Klar,Kulmbacher Brauerei AG,Germany,KristallweizenRanked #15,Kristallweizen,Ranked #15, 5.4%,"81Ranked #26,094",81,"Ranked #26,094",3.31 | pDev: 7.25%,3.31,7.25%,8,13,Active,"Apr 18, 2004"
Kristallweizen,Aeronaut Brewing Company,"Massachusetts, United States",Kristallweizen,Kristallweizen,Na, 5%,88,88,Na,3.95 | pDev: 7.34%,3.95,7.34%,1,12,Active,"Jul 12, 2014"
K-Dub,Barnstable Brewing,"Massachusetts, United States",Kristallweizen,Kristallweizen,Na, 5.4%,88,88,Na,3.97 | pDev: 6.3%,3.97,6.3%,5,12,Active,"Nov 26, 2017"
Zitronenweizen,Triumph Brewing Company,"Pennsylvania, United States",Kristallweizen,Kristallweizen,Na, 5.5%,85,85,Na,3.67 | pDev: 11.44%,3.67,11.44%,5,12,Active,"Sep 06, 2010"
3 Cordilleras Blanca,3 Cordilleras,Colombia,KristallweizenRanked #12,Kristallweizen,Ranked #12, 4.6%,"83Ranked #24,386",83,"Ranked #24,386",3.46 | pDev: 14.16%,3.46,14.16%,3,11,Active,"Apr 18, 2013"
Green Wave,New Orleans Lager & Ale Brewing Company (NOLA),"Louisiana, United States",Kristallweizen,Kristallweizen,Na, 5.4%,85,85,Na,3.68 | pDev: 12.5%,3.68,12.5%,4,10,Active,"Sep 16, 2017"
People's Champ,8th Wonder Brewery,"Texas, United States",Kristallweizen,Kristallweizen,Na, 5.4%,83,83,Na,3.44 | pDev: 11.63%,3.44,11.63%,0,10,Active,"Nov 03, 2017"
Hef U Up,Prohibition Brewing Company,"California, United States",Kristallweizen,Kristallweizen,Na, 7.4%,Needs more ratings,Na,Na,3.91 | pDev: 8.7%,3.91,8.7%,1,9,Active,"May 11, 2014"
Julius Echter Kristall Weizen,Würzburger Hofbräu AG,Germany,Kristallweizen,Kristallweizen,Na, 4.9%,Needs more ratings,Na,Na,4.33 | pDev: 8.55%,4.33,8.55%,3,9,Active,"Apr 12, 2008"
Citraizen,Jaws Brewery,Russia,Kristallweizen,Kristallweizen,Na, 4.8%,Needs more ratings,Na,Na,3.72 | pDev: 6.45%,3.72,6.45%,1,9,Active,"Nov 20, 2015"
Arcobräu Weissbier Hell,Arcobräu Gräfliches Brauhaus,Germany,Kristallweizen,Kristallweizen,Na, 5.3%,Needs more ratings,Na,Na,3.64 | pDev: 9.34%,3.64,9.34%,3,9,Active,"Dec 21, 2014"
Bitt à Tibi - Amos Kristall Witte,Brasserie Belgh Brasse,"Quebec, Canada",Kristallweizen,Kristallweizen,Na, 5%,Needs more ratings,Na,Na,3.3 | pDev: 8.18%,3.3,8.18%,2,9,Active,"Jun 19, 2017"
Rieser Kristall-Weizen,Ankerbräu Nördlingen,Germany,Kristallweizen,Kristallweizen,Na, 5.5%,Needs more ratings,Na,Na,3.77 | pDev: 10.08%,3.77,10.08%,6,8,Active,"Mar 06, 2010"
Kristall Weizen,Propeller Brewing Co,"Nova Scotia, Canada",Kristallweizen,Kristallweizen,Na, 5.3%,Needs more ratings,Na,Na,3.82 | pDev: 9.95%,3.82,9.95%,6,8,Active,"Jul 31, 2010"
Jager Weisse,Camba Bavaria,Germany,Kristallweizen,Kristallweizen,Na, 5%,Needs more ratings,Na,Na,3.77 | pDev: 8.22%,3.77,8.22%,6,8,Active,"Sep 07, 2013"
Spaten Munich Club-Weissbier,Spaten-Franziskaner-Bräu,Germany,Kristallweizen,Kristallweizen,Na,Not listed,Needs more ratings,Na,Na,3.8 | pDev: 14.47%,3.8,14.47%,1,7,Active,"Dec 05, 2013"
Weiss Weiss Baby,Figueroa Mountain Brewing Co.,"California, United States",Kristallweizen,Kristallweizen,Na, 4.9%,Needs more ratings,Na,Na,3.76 | pDev: 10.37%,3.76,10.37%,5,7,Active,"May 13, 2015"
Treasure State,Meadowlark Brewing,"Montana, United States",Kristallweizen,Kristallweizen,Na, 4.5%,Needs more ratings,Na,Na,3.68 | pDev: 4.08%,3.68,4.08%,4,7,Active,"May 02, 2018"
Lobkowicz Premium Pšeničný,Brewery Lobkowicz,Czechia,Kristallweizen,Kristallweizen,Na, 4.5%,Needs more ratings,Na,Na,3.49 | pDev: 17.48%,3.49,17.48%,3,6,Active,"Aug 16, 2015"
Ewald The Brilliant,Utepils Brewing Co.,"Minnesota, United States",Kristallweizen,Kristallweizen,Na, 5.2%,Needs more ratings,Na,Na,4.28 | pDev: 7.48%,4.28,7.48%,3,6,Active,"Jul 09, 2017"
Crystal Wheat,Dust Bowl Brewing Company - Brewery Taproom,"California, United States",Kristallweizen,Kristallweizen,Na, 4.5%,Needs more ratings,Na,Na,3.61 | pDev: 7.48%,3.61,7.48%,2,6,Active,"Jun 11, 2013"
Monterey Bay Wheat,English Ales Brewery,"California, United States",Kristallweizen,Kristallweizen,Na, 4.5%,Needs more ratings,Na,Na,3.16 | pDev: 7.91%,3.16,7.91%,3,6,Active,"Apr 09, 2010"
Kristall Weizen,Privatbrauerei Eichbaum,Germany,Kristallweizen,Kristallweizen,Na, 5%,Needs more ratings,Na,Na,3.58 | pDev: 12.01%,3.58,12.01%,2,6,Active,"Jun 13, 2011"
Fountain City Wheat,KC Bier Co.,"Missouri, United States",Kristallweizen,Kristallweizen,Na, 5.2%,Needs more ratings,Na,Na,4.1 | pDev: 8.29%,4.1,8.29%,4,6,Active,"Mar 15, 2023"
Copperwheat,Harvey's Brewery,"England, United Kingdom",Kristallweizen,Kristallweizen,Na, 4.8%,Needs more ratings,Na,Na,3.46 | pDev: 7.23%,3.46,7.23%,5,6,Active,"Aug 06, 2002"
Oettinger Kristall-Weizen,Oettinger Brauerei GmbH,Germany,Kristallweizen,Kristallweizen,Na, 4.9%,Needs more ratings,Na,Na,3.18 | pDev: 8.18%,3.18,8.18%,1,6,Active,"Mar 01, 2005"
Facet,Spyglass Brewing Company,"New Hampshire, United States",Kristallweizen,Kristallweizen,Na, 5%,Needs more ratings,Na,Na,4.11 | pDev: 5.6%,4.11,5.6%,1,6,Active,"Jun 10, 2023"
The Kreation,Talisman Brewing Company,"Utah, United States",Kristallweizen,Kristallweizen,Na, 4%,Needs more ratings,Na,Na,3.4 | pDev: 6.47%,3.4,6.47%,1,6,Active,"Feb 10, 2016"
Schönbuch Kristallweizen,Schönbuch Brauhaus & Biergarten,Germany,Kristallweizen,Kristallweizen,Na, 5.3%,Needs more ratings,Na,Na,3.6 | pDev: 11.94%,3.6,11.94%,1,5,Active,"Nov 23, 2014"
Underbrau Das Herbal Bier,LagerHaus Grill & Brewery,"Florida, United States",Kristallweizen,Kristallweizen,Na, 11%,Needs more ratings,Na,Na,2.79 | pDev: 38.35%,2.79,38.35%,2,5,Active,"Nov 04, 2012"
Crystal Weiss,Doan's Craft Brewing Company,"British Columbia, Canada",Kristallweizen,Kristallweizen,Na, 5%,Needs more ratings,Na,Na,3.96 | pDev: 3.03%,3.96,3.03%,1,5,Active,"Oct 01, 2017"
Kristale,Black Raven Brewing Co.,"Washington, United States",Kristallweizen,Kristallweizen,Na, 4.2%,Needs more ratings,Na,Na,3.39 | pDev: 16.52%,3.39,16.52%,3,5,Active,"Jun 21, 2009"
